customer_id,name,governorate,contract_type,tenure_months,consumption_kwh,monthly_charges,payment_arrears,complaints_count,meter_reading_issues,fraud_flag
EGY00019146,رامي أحمد,بني سويف,سكني,6,144.5,95.16,0,0,0,1
EGY00019147,أحمد المصري,الفيوم,تجاري,2,392.4,544.27,4,0,4,0
EGY00019148,علي محمد,الوادي الجديد,سكني,10,243.82,91.46,0,3,1,1
EGY00019149,مريم عباس,مطروح,سكني,10,916.55,676.3,5,5,0,0
EGY00019150,هدى أحمد,القاهرة,سكني,61,440.99,360.59,0,0,1,0
EGY00019151,خالد المصري,البحر الأحمر,سكني,13,694.87,488.27,3,0,0,0
EGY00019152,محمود نصر,البحيرة,سكني,15,577.51,443.26,0,0,0,0
EGY00019153,هدى نصر,الإسكندرية,سكني,11,321.33,232.94,0,0,0,0
EGY00019154,عائشة خليل,المنوفية,سكني,29,638.77,475.94,0,5,4,0
EGY00019155,حسن عباس,الجيزة,سكني,99,492.53,407.04,6,6,0,0
EGY00019156,مريم أحمد,أسوان,تجاري,101,2322.64,2865.27,2,2,0,0
EGY00019157,دينا عبدالرحمن,الدقهلية,تجاري,69,2169.06,2661.09,0,0,0,0
EGY00019158,علي المصري,الأقصر,صناعي,14,502.44,551.86,0,0,0,0
EGY00019159,مريم فؤاد,بورسعيد,سكني,46,500.04,403.5,0,2,0,0
EGY00019160,رنا حسن,أسيوط,صناعي,8,3859.36,2417.42,3,2,2,1
EGY00019161,أمل حسن,الوادي الجديد,تجاري,11,1471.97,1803.6,0,0,0,0
EGY00019162,ماجد فؤاد,شمال سيناء,حكومي,11,3297.5,2734.32,0,0,0,0
EGY00019163,أمل السيد,الغربية,تجاري,8,294.34,405.98,0,0,3,0
EGY00019164,كريم علي,المنيا,تجاري,3,571.9,374.03,0,1,0,1
EGY00019165,يوسف الشريف,الفيوم,سكني,58,90.23,67.48,0,5,1,1
EGY00019166,محمود سالم,المنيا,سكني,106,363.05,188.87,0,0,0,1
EGY00019167,مصطفى صالح,كفر الشيخ,سكني,39,669.74,473.46,0,1,0,0
EGY00019168,أحمد الشريف,دمياط,سكني,5,773.7,537.14,11,6,0,0
EGY00019169,زينب صالح,كفر الشيخ,سكني,14,208.96,104.32,0,4,0,1
EGY00019170,عمر عثمان,أسوان,تجاري,49,395.57,554.23,0,0,0,0
EGY00019171,كريم علي,جنوب سيناء,سكني,34,136.29,55.13,0,0,0,1
EGY00019172,ماجد فؤاد,القليوبية,تجاري,92,587.72,767.3,0,0,0,0
EGY00019173,علي عباس,المنيا,سكني,53,128.63,88.95,0,0,0,1
EGY00019174,مريم سالم,القاهرة,سكني,120,255.91,111.98,5,6,0,1
EGY00019175,نور نصر,الإسماعيلية,سكني,26,566.34,246.74,6,5,3,1
EGY00019176,زينب محمد,قنا,تجاري,96,2030.74,2500.05,0,6,3,0
EGY00019177,علي خليل,شمال سيناء,تجاري,81,1180.7,1474.27,0,0,0,0
EGY00019178,دينا حسين,أسوان,سكني,5,641.55,512.16,0,0,0,0
EGY00019179,مصطفى خليل,القليوبية,صناعي,26,1089.41,1061.33,0,0,0,0
EGY00019180,مصطفى فهمي,المنوفية,سكني,15,511.81,357.39,0,0,0,0
EGY00019181,نور الجمال,مطروح,سكني,10,849.67,584.99,0,0,0,0
EGY00019182,سامي إبراهيم,قنا,تجاري,43,814.63,587.51,0,1,0,1
EGY00019183,حسن البدوي,قنا,سكني,120,244.11,242.76,0,4,1,0
EGY00019184,هشام البدوي,بورسعيد,سكني,15,527.03,442.43,0,0,1,0
EGY00019185,عائشة إبراهيم,كفر الشيخ,سكني,18,981.6,670.02,0,0,0,0
EGY00019186,شريف فؤاد,القليوبية,سكني,104,305.49,248.17,10,0,0,0
EGY00019187,أمل البدوي,السويس,سكني,26,57.99,57.88,11,0,0,1
EGY00019188,عمر السيد,دمياط,سكني,6,524.32,388.19,4,0,4,0
EGY00019189,أمل سالم,جنوب سيناء,سكني,1,394.23,281.14,0,0,0,0
EGY00019190,يوسف فهمي,الوادي الجديد,سكني,54,705.9,522.59,0,4,0,0
EGY00019191,عادل نصر,القاهرة,تجاري,48,1921.44,2384.47,0,0,4,0
EGY00019192,مصطفى فؤاد,الغربية,سكني,4,184.07,192.1,0,0,0,0
EGY00019193,عائشة فؤاد,سوهاج,صناعي,95,3998.39,1720.09,0,5,0,1
EGY00019194,كريم صالح,مطروح,تجاري,5,2033.95,2496.95,0,4,0,0
EGY00019195,علي عثمان,البحيرة,سكني,19,131.12,130.45,0,1,1,0
EGY00019196,نور البدوي,السويس,سكني,41,311.51,137.4,6,0,0,1
EGY00019197,محمود إبراهيم,بورسعيد,زراعي,52,323.83,229.22,0,0,0,0
EGY00019198,ماجد عباس,الأقصر,سكني,120,493.44,400.53,0,0,0,0
EGY00019199,محمد إبراهيم,الإسكندرية,سكني,74,548.15,426.52,0,0,0,0
EGY00019200,شريف عبدالرحمن,جنوب سيناء,سكني,16,540.76,449.5,0,0,0,0
EGY00019201,مريم السيد,جنوب سيناء,سكني,44,803.01,551.5,0,0,0,0
EGY00019202,مريم الجمال,بورسعيد,صناعي,57,465.45,467.65,0,0,0,0
EGY00019203,سارة السيد,كفر الشيخ,تجاري,10,454.81,321.03,0,3,4,1
EGY00019204,نور حسين,شمال سيناء,تجاري,65,1059.29,1350.32,9,0,1,0
EGY00019205,سامي حسين,الأقصر,سكني,7,246.59,182.04,0,0,4,0
EGY00019206,زينب سالم,بني سويف,سكني,26,337.81,160.17,5,2,0,1
EGY00019207,هشام علي,قنا,سكني,5,775.2,533.25,0,0,0,0
EGY00019208,عائشة الشريف,الإسماعيلية,حكومي,82,1974.65,1625.98,9,0,4,0
EGY00019209,زينب حسن,الغربية,سكني,32,237.16,235.6,0,0,0,0
EGY00019210,محمود الجمال,السويس,سكني,63,215.04,90.36,7,6,0,1
EGY00019211,رامي فؤاد,سوهاج,تجاري,63,304.73,218.69,0,6,0,1
EGY00019212,سارة عثمان,القليوبية,سكني,5,147.38,165.32,0,0,0,0
EGY00019213,رامي سالم,أسيوط,حكومي,66,281.7,150.17,0,0,0,1
EGY00019214,زينب أحمد,الوادي الجديد,سكني,14,905.59,616.83,0,0,0,0
EGY00019215,رنا حسن,الشرقية,سكني,2,289.98,249.39,0,6,4,0
EGY00019216,شريف عبدالرحمن,المنيا,تجاري,13,1548.22,1936.97,0,5,0,0
EGY00019217,دينا عباس,أسيوط,سكني,24,756.48,561.59,11,3,0,0
EGY00019218,وليد صالح,قنا,سكني,44,748.79,526.19,5,5,0,0
EGY00019219,سامي الشريف,جنوب سيناء,زراعي,78,1095.53,560.13,3,0,0,0
EGY00019220,هشام عبدالرحمن,البحيرة,سكني,120,340.87,109.24,6,1,1,1
EGY00019221,سارة السيد,المنيا,صناعي,23,4150.78,1639.94,2,2,0,1
EGY00019222,هشام نصر,الإسكندرية,سكني,1,123.97,162.54,0,0,0,0
EGY00019223,زينب البدوي,الدقهلية,سكني,20,873.14,660.96,10,1,0,0
EGY00019224,وليد إبراهيم,الأقصر,حكومي,7,4334.75,3548.33,0,0,0,0
EGY00019225,سارة فهمي,الجيزة,سكني,12,859.88,631.5,5,0,0,0
EGY00019226,خالد عباس,دمياط,سكني,31,520.46,376.7,0,0,0,0
EGY00019227,عائشة عباس,سوهاج,سكني,10,333.46,179.39,0,2,0,1
EGY00019228,مصطفى صالح,البحر الأحمر,سكني,19,839.15,573.4,0,0,0,0
EGY00019229,علي عبدالرحمن,جنوب سيناء,حكومي,5,2120.43,1765.67,5,0,0,0
EGY00019230,أمل السيد,بورسعيد,تجاري,43,340.41,492.15,0,0,2,0
EGY00019231,كريم المصري,الإسماعيلية,تجاري,4,921.29,654.73,0,0,0,1
EGY00019232,علي حسين,الإسماعيلية,سكني,86,968.02,652.45,0,0,0,0
EGY00019233,سارة حسن,الغربية,سكني,39,591.93,470.65,0,0,0,0
EGY00019234,زينب حسين,بني سويف,سكني,22,947.98,709.47,0,0,0,0
EGY00019235,أمل عثمان,بني سويف,صناعي,72,9532.45,9136.51,0,0,0,0
EGY00019236,عمر عثمان,البحيرة,سكني,57,322.91,114.61,3,4,2,1
EGY00019237,محمود نصر,بني سويف,سكني,120,166.47,151.75,10,1,0,0
EGY00019238,هشام عثمان,المنيا,سكني,120,507.36,412.89,11,0,0,0
EGY00019239,إبراهيم إبراهيم,بورسعيد,سكني,25,860.93,614.39,0,6,0,0
EGY00019240,محمد حسين,مطروح,زراعي,13,318.96,127.63,7,2,0,1
EGY00019241,طارق الجمال,جنوب سيناء,سكني,7,633.13,438.3,0,0,0,0
EGY00019242,مصطفى حسن,قنا,سكني,54,553.01,438.33,0,0,0,0
EGY00019243,محمود أحمد,كفر الشيخ,سكني,59,591.28,474.43,0,2,0,0
EGY00019244,محمد السيد,الإسكندرية,سكني,15,246.53,149.38,0,0,0,1
EGY00019245,محمد حسين,كفر الشيخ,حكومي,6,1945.08,1612.46,6,0,0,0
EGY00019246,نور عبدالرحمن,مطروح,حكومي,68,186.99,216.09,0,0,0,0
EGY00019247,محمد المصري,الإسكندرية,صناعي,6,2270.06,2218.26,0,1,0,0
EGY00019248,زينب نصر,الوادي الجديد,تجاري,29,210.97,351.84,2,6,4,0
EGY00019249,محمد فهمي,قنا,سكني,55,212.95,111.99,0,6,0,1
EGY00019250,دينا حسين,القليوبية,تجاري,66,1979.56,2407.19,0,0,0,0
EGY00019251,زينب خليل,الشرقية,سكني,23,476.26,268.66,9,5,1,1
EGY00019252,أحمد المصري,القليوبية,سكني,28,934.82,692.49,6,0,1,0
EGY00019253,هدى الشريف,المنيا,تجاري,69,1930.43,2379.73,8,6,0,0
EGY00019254,دينا الجمال,المنيا,تجاري,3,417.09,560.21,0,3,0,0
EGY00019255,كريم حسن,أسوان,سكني,5,203.34,111.53,2,0,4,1
EGY00019256,عائشة فهمي,أسيوط,تجاري,19,407.62,517.33,0,0,1,0
EGY00019257,رامي الشريف,الوادي الجديد,تجاري,15,624.31,810.31,2,5,0,0
EGY00019258,سامي عبدالرحمن,أسيوط,تجاري,94,1003.01,1240.35,0,0,0,0
EGY00019259,إبراهيم أحمد,الدقهلية,تجاري,18,1238.51,1545.1,0,6,0,0
EGY00019260,علي محمد,أسوان,سكني,14,364.4,310.92,4,3,0,0
EGY00019261,شريف محمد,الشرقية,سكني,19,679.26,522.8,0,3,0,0
EGY00019262,محمد البدوي,دمياط,تجاري,4,2181.06,2676.0,0,0,0,0
EGY00019263,دينا البدوي,المنيا,تجاري,12,2167.29,2658.21,0,3,0,0
EGY00019264,عبدالله سالم,الغربية,سكني,3,274.92,132.95,0,4,1,1
EGY00019265,سامي المصري,الأقصر,سكني,47,47.89,46.06,0,0,3,1
EGY00019266,طارق فهمي,المنيا,سكني,10,332.92,214.48,0,0,2,1
EGY00019267,نور سالم,الشرقية,سكني,120,377.16,321.38,0,0,1,0
EGY00019268,نور البدوي,القاهرة,زراعي,4,527.53,272.65,0,0,0,0
EGY00019269,ماجد السيد,دمياط,صناعي,31,1202.02,681.1,1,0,0,1
EGY00019270,هشام حسن,كفر الشيخ,سكني,80,58.85,46.49,0,0,0,1
EGY00019271,رامي فؤاد,الإسماعيلية,زراعي,35,467.02,275.82,0,0,0,0
EGY00019272,مريم علي,المنيا,سكني,120,447.28,154.84,0,0,2,1
EGY00019273,مريم عبدالرحمن,الوادي الجديد,حكومي,63,5908.3,4773.03,0,0,1,0
EGY00019274,يوسف البدوي,الإسكندرية,سكني,120,839.11,624.57,0,0,0,0
EGY00019275,محمد حسن,الدقهلية,سكني,13,220.98,86.77,0,2,0,1
EGY00019276,رنا خليل,الإسماعيلية,حكومي,3,4766.27,3886.51,0,0,1,0
EGY00019277,أحمد السيد,جنوب سيناء,سكني,52,264.72,193.26,0,0,0,0
EGY00019278,مريم عثمان,الشرقية,تجاري,49,1173.26,1485.83,0,0,0,0
EGY00019279,محمد فهمي,جنوب سيناء,سكني,70,770.86,558.25,9,0,0,0
EGY00019280,طارق خليل,سوهاج,سكني,4,253.02,217.92,0,0,1,0
EGY00019281,سامي عثمان,الإسماعيلية,سكني,10,887.78,666.47,8,0,1,0
EGY00019282,حسن الجمال,الإسماعيلية,سكني,7,268.74,101.94,0,6,2,1
EGY00019283,أمل السيد,المنوفية,تجاري,20,688.69,855.35,5,2,3,0
EGY00019284,محمد المصري,الإسماعيلية,سكني,110,190.81,158.1,0,0,0,0
EGY00019285,علي حسين,الفيوم,سكني,49,868.29,653.62,0,5,0,0
EGY00019286,رامي عبدالرحمن,الإسماعيلية,صناعي,16,8130.32,7768.11,1,0,0,0
EGY00019287,دينا الشريف,بورسعيد,صناعي,7,3677.17,3543.15,0,0,0,0
EGY00019288,وليد أحمد,القاهرة,سكني,17,278.07,212.57,5,0,0,0
EGY00019289,عائشة البدوي,الإسكندرية,حكومي,59,5375.33,4377.95,0,6,0,0
EGY00019290,خالد خليل,الجيزة,تجاري,27,1480.17,1836.61,0,0,4,0
EGY00019291,وليد فهمي,المنوفية,سكني,15,213.33,100.54,0,5,0,1
EGY00019292,عائشة عباس,سوهاج,صناعي,63,2588.61,2509.84,0,5,0,0
EGY00019293,خالد المصري,قنا,صناعي,10,6045.72,5800.61,0,4,0,0
EGY00019294,مريم عثمان,القليوبية,سكني,18,185.76,203.46,0,0,3,0
EGY00019295,يوسف نصر,مطروح,سكني,41,495.78,381.28,7,0,0,0
EGY00019296,حسن البدوي,كفر الشيخ,سكني,120,160.85,190.25,5,0,3,0
EGY00019297,رنا الجمال,بني سويف,تجاري,17,1631.0,1993.74,1,0,0,0
EGY00019298,خالد عبدالرحمن,السويس,تجاري,8,315.75,448.77,10,0,0,0
EGY00019299,سامي المصري,الغربية,سكني,99,576.22,401.23,0,0,0,0
EGY00019300,عمر محمد,الغربية,تجاري,17,252.31,239.81,2,5,0,1
EGY00019301,زينب علي,دمياط,تجاري,7,115.91,204.42,0,0,0,0
EGY00019302,خالد إبراهيم,بني سويف,سكني,93,288.6,211.66,0,0,0,0
EGY00019303,رنا خليل,الشرقية,سكني,20,449.12,337.29,0,0,0,0
EGY00019304,طارق المصري,الوادي الجديد,سكني,17,302.32,150.08,4,0,0,1
EGY00019305,علي فهمي,الوادي الجديد,سكني,40,650.24,457.06,0,3,0,0
EGY00019306,أمل عبدالرحمن,البحيرة,تجاري,120,1522.72,1926.55,0,0,0,0
EGY00019307,فاطمة البدوي,بني سويف,تجاري,10,685.67,606.85,0,0,2,1
EGY00019308,خالد علي,القليوبية,سكني,8,674.85,533.17,0,0,0,0
EGY00019309,سارة عبدالرحمن,جنوب سيناء,سكني,44,268.58,133.37,5,0,1,1
EGY00019310,كريم أحمد,الغربية,سكني,10,890.15,667.47,0,0,0,0
EGY00019311,هدى عبدالرحمن,شمال سيناء,سكني,2,430.93,331.79,0,0,3,0
EGY00019312,أحمد فهمي,الجيزة,سكني,7,293.65,137.91,0,5,0,1
EGY00019313,نور نصر,أسيوط,سكني,120,196.14,225.91,0,5,2,0
EGY00019314,ماجد حسن,القاهرة,سكني,10,123.08,169.52,0,0,2,0
EGY00019315,هدى سالم,البحيرة,سكني,66,196.06,90.82,0,5,0,1
EGY00019316,إبراهيم المصري,سوهاج,صناعي,63,1911.58,1864.9,0,0,0,0
EGY00019317,عادل فؤاد,الشرقية,صناعي,79,9994.58,9578.37,0,5,3,0
EGY00019318,يوسف عباس,سوهاج,سكني,20,125.39,66.21,8,0,0,1
EGY00019319,عائشة البدوي,بني سويف,سكني,23,113.9,130.39,0,0,0,0
EGY00019320,محمد خليل,الدقهلية,سكني,32,913.84,631.36,0,0,0,0
EGY00019321,عادل خليل,مطروح,سكني,47,578.88,405.76,0,1,0,0
EGY00019322,رنا عبدالرحمن,الوادي الجديد,تجاري,52,830.99,499.0,4,3,0,1
EGY00019323,عمر عباس,بورسعيد,سكني,10,739.11,514.79,0,0,0,0
EGY00019324,كريم الجمال,مطروح,سكني,4,637.96,488.83,0,3,0,0
EGY00019325,هشام علي,أسوان,تجاري,46,33.82,86.66,5,4,0,1
EGY00019326,نور إبراهيم,الوادي الجديد,سكني,36,201.09,175.33,7,0,0,0
EGY00019327,يوسف خليل,الإسكندرية,سكني,11,135.88,64.16,3,0,2,1
EGY00019328,زينب علي,الجيزة,سكني,18,776.02,543.61,0,1,4,0
EGY00019329,مريم خليل,المنيا,سكني,22,728.86,503.39,5,3,0,0
EGY00019330,أحمد إبراهيم,الدقهلية,تجاري,8,2322.7,2864.59,0,0,4,0
EGY00019331,علي أحمد,الشرقية,تجاري,22,1121.82,1393.97,2,4,0,0
EGY00019332,خالد حسن,جنوب سيناء,سكني,2,339.12,284.94,0,0,0,0
EGY00019333,محمد فهمي,القاهرة,سكني,13,549.43,434.85,0,0,0,0
EGY00019334,محمد البدوي,البحيرة,تجاري,46,443.42,569.59,0,0,0,0
EGY00019335,يوسف حسن,الإسكندرية,سكني,50,233.19,126.35,0,3,0,1
EGY00019336,أمل المصري,الوادي الجديد,سكني,8,133.89,73.1,0,1,0,1
EGY00019337,فاطمة الشريف,الوادي الجديد,سكني,37,649.29,490.38,0,3,0,0
EGY00019338,سامي نصر,الإسكندرية,تجاري,11,732.78,962.34,0,0,0,0
EGY00019339,أحمد خليل,بورسعيد,سكني,3,365.51,261.04,0,0,0,0
EGY00019340,يوسف البدوي,الوادي الجديد,سكني,63,220.76,90.87,0,5,0,1
EGY00019341,أمل نصر,سوهاج,سكني,29,501.29,223.14,0,1,4,1
EGY00019342,هدى صالح,قنا,تجاري,120,78.69,83.18,0,3,0,1
EGY00019343,ماجد أحمد,سوهاج,سكني,10,900.02,683.75,1,6,1,0
EGY00019344,يوسف نصر,كفر الشيخ,سكني,12,225.05,202.04,0,0,4,0
EGY00019345,هدى محمد,قنا,تجاري,6,592.84,504.49,0,0,0,1
EGY00019346,محمد خليل,مطروح,سكني,28,149.53,112.07,0,0,3,1
EGY00019347,نور الجمال,الوادي الجديد,تجاري,63,1132.95,1393.16,0,3,0,0
EGY00019348,سامي صالح,أسيوط,سكني,39,353.26,158.78,0,4,0,1
EGY00019349,دينا صالح,سوهاج,تجاري,13,1204.3,1466.03,0,2,0,0
EGY00019350,إبراهيم فؤاد,الأقصر,تجاري,6,454.88,272.54,0,3,0,1
EGY00019351,وليد البدوي,المنوفية,تجاري,63,703.06,941.53,0,3,3,0
EGY00019352,عبدالله نصر,بورسعيد,زراعي,25,206.52,100.29,0,0,0,1
EGY00019353,علي الشريف,الفيوم,صناعي,36,4277.0,4116.44,0,1,1,0
EGY00019354,نور المصري,القليوبية,صناعي,10,8474.63,8133.44,0,5,3,0
EGY00019355,محمود عثمان,الغربية,سكني,117,813.47,550.16,0,0,1,0
EGY00019356,هشام البدوي,جنوب سيناء,تجاري,3,352.12,472.09,2,0,0,0
EGY00019357,خالد الشريف,بني سويف,سكني,14,205.35,206.82,0,1,0,0
EGY00019358,أحمد عبدالرحمن,البحيرة,سكني,36,96.29,76.19,0,4,0,1
EGY00019359,محمود نصر,بني سويف,تجاري,52,1794.71,2216.81,0,0,0,0
EGY00019360,ماجد علي,بني سويف,تجاري,14,178.79,238.3,7,2,0,0
EGY00019361,دينا إبراهيم,القاهرة,سكني,19,459.17,184.92,6,0,1,1
EGY00019362,نور حسن,السويس,تجاري,36,2205.57,2731.92,0,0,4,0
EGY00019363,طارق صالح,القاهرة,صناعي,46,4702.1,4555.85,0,0,0,0
EGY00019364,يوسف علي,الغربية,سكني,24,909.42,619.67,0,0,3,0
EGY00019365,محمود الجمال,الفيوم,سكني,27,161.46,103.96,0,2,2,1
EGY00019366,رامي حسين,أسيوط,سكني,73,174.77,77.17,0,0,0,1
EGY00019367,كريم صالح,دمياط,سكني,30,722.66,538.85,0,0,0,0
EGY00019368,رامي عثمان,الإسماعيلية,سكني,8,426.45,360.18,0,0,0,0
EGY00019369,سارة خليل,الغربية,سكني,26,828.81,608.77,0,0,1,0
EGY00019370,هدى فهمي,الفيوم,سكني,1,304.6,141.36,9,3,0,1
EGY00019371,هشام عباس,القليوبية,تجاري,4,2140.32,2661.51,0,6,1,0
EGY00019372,عبدالله إبراهيم,أسوان,سكني,37,374.04,132.9,0,0,0,1
EGY00019373,علي حسن,الغربية,سكني,47,275.33,264.04,0,6,4,0
EGY00019374,طارق حسن,القاهرة,تجاري,15,1894.23,2351.53,0,4,4,0
EGY00019375,حسن الجمال,جنوب سيناء,سكني,113,755.69,575.53,0,0,3,0
EGY00019376,هشام خليل,الأقصر,سكني,19,829.05,574.25,0,4,0,0
EGY00019377,مصطفى عباس,الغربية,تجاري,27,2139.52,2598.08,0,3,0,0
EGY00019378,عبدالله علي,البحر الأحمر,تجاري,43,506.72,632.16,11,6,1,0
EGY00019379,علي فؤاد,أسيوط,سكني,6,510.67,356.93,7,0,0,0
EGY00019380,مريم سالم,الإسماعيلية,تجاري,12,569.55,741.88,0,0,0,0
EGY00019381,دينا محمد,بورسعيد,سكني,21,335.62,172.0,0,2,0,1
EGY00019382,عمر المصري,قنا,سكني,19,495.39,348.81,1,6,0,0
EGY00019383,سامي حسين,الفيوم,سكني,25,670.88,517.35,0,0,0,0
EGY00019384,شريف عبدالرحمن,كفر الشيخ,تجاري,20,1787.52,2174.58,0,6,0,0
EGY00019385,مريم عباس,المنوفية,تجاري,34,2394.68,2950.88,0,4,0,0
EGY00019386,دينا محمد,الإسكندرية,صناعي,5,978.19,987.59,11,0,0,0
EGY00019387,عمر نصر,القليوبية,سكني,11,720.85,540.22,7,0,2,0
EGY00019388,فاطمة عبدالرحمن,كفر الشيخ,سكني,14,173.13,117.19,0,4,3,1
EGY00019389,رامي صالح,الغربية,صناعي,30,9866.05,9415.36,5,2,0,0
EGY00019390,أحمد حسين,القليوبية,سكني,3,517.15,413.7,0,3,0,0
EGY00019391,محمود سالم,دمياط,صناعي,67,3011.37,2933.76,0,0,0,0
EGY00019392,ماجد السيد,الوادي الجديد,زراعي,7,540.71,285.93,0,0,0,0
EGY00019393,وليد نصر,دمياط,سكني,14,367.18,328.29,10,0,2,0
EGY00019394,فاطمة فهمي,قنا,سكني,37,250.69,205.99,0,6,0,0
EGY00019395,عبدالله عبدالرحمن,السويس,سكني,18,718.75,555.24,0,0,0,0
EGY00019396,عبدالله عثمان,مطروح,سكني,15,268.95,225.98,3,4,1,0
EGY00019397,عادل فؤاد,الإسماعيلية,سكني,28,423.43,355.7,9,2,0,0
EGY00019398,يوسف علي,القليوبية,سكني,2,648.93,453.86,1,0,0,0
EGY00019399,كريم الجمال,دمياط,حكومي,42,1374.29,692.35,8,0,0,1
EGY00019400,عبدالله إبراهيم,بني سويف,صناعي,74,3488.07,3356.47,0,2,0,0
EGY00019401,زينب البدوي,المنوفية,سكني,47,286.19,132.05,11,6,2,1
EGY00019402,حسن عباس,المنوفية,سكني,13,197.25,156.65,4,0,0,0
EGY00019403,هدى السيد,بورسعيد,سكني,9,948.9,674.43,0,5,0,0
EGY00019404,هشام خليل,الإسماعيلية,صناعي,23,8398.12,8012.56,5,2,4,0
EGY00019405,وليد أحمد,قنا,تجاري,5,872.36,674.88,0,0,0,1
EGY00019406,رنا خليل,كفر الشيخ,سكني,31,228.97,128.47,0,0,0,1
EGY00019407,أمل المصري,القليوبية,سكني,29,651.11,493.79,0,0,0,0
EGY00019408,حسن حسين,الشرقية,سكني,35,592.21,441.02,0,0,0,0
EGY00019409,فاطمة عباس,مطروح,سكني,38,342.6,300.28,0,0,0,0
EGY00019410,عائشة السيد,كفر الشيخ,صناعي,90,1289.32,549.75,0,0,0,1
EGY00019411,خالد نصر,جنوب سيناء,سكني,47,871.9,625.78,0,0,0,0
EGY00019412,عبدالله المصري,الغربية,سكني,41,341.55,243.71,0,0,0,0
EGY00019413,دينا حسين,قنا,سكني,89,435.92,347.35,0,0,0,0
EGY00019414,سامي المصري,كفر الشيخ,تجاري,14,1880.07,2302.23,0,3,0,0
EGY00019415,زينب حسين,الوادي الجديد,سكني,7,259.16,120.77,9,2,0,1
EGY00019416,رنا سالم,الأقصر,حكومي,99,1948.19,1604.43,0,5,4,0
EGY00019417,خالد نصر,الشرقية,سكني,12,929.7,661.13,0,5,3,0
EGY00019418,يوسف محمد,البحيرة,سكني,10,348.91,322.31,0,1,0,0
EGY00019419,محمد علي,السويس,حكومي,50,4883.86,3993.37,0,5,0,0
EGY00019420,رامي فهمي,القليوبية,سكني,34,144.86,99.98,0,0,0,1
EGY00019421,محمود السيد,قنا,سكني,3,907.07,645.11,0,6,0,0
EGY00019422,عبدالله محمد,البحر الأحمر,سكني,4,521.25,405.71,6,3,2,0
EGY00019423,محمد فؤاد,الدقهلية,سكني,45,494.25,373.93,0,0,0,0
EGY00019424,فاطمة صالح,أسيوط,سكني,37,338.02,181.55,0,5,2,1
EGY00019425,عبدالله فهمي,الوادي الجديد,سكني,3,836.45,620.68,0,3,0,0
EGY00019426,زينب أحمد,أسيوط,تجاري,8,1705.53,2085.73,0,0,0,0
EGY00019427,زينب علي,الإسكندرية,سكني,22,342.38,320.85,0,0,0,0
EGY00019428,شريف الشريف,البحر الأحمر,سكني,16,120.18,50.66,0,0,0,1
EGY00019429,ماجد عباس,الوادي الجديد,تجاري,13,68.44,79.45,0,0,3,1
EGY00019430,أحمد عباس,الإسماعيلية,سكني,120,141.92,70.98,0,0,2,1
EGY00019431,أمل أحمد,البحر الأحمر,سكني,5,834.63,576.3,0,1,0,0
EGY00019432,كريم علي,جنوب سيناء,حكومي,100,5129.42,4178.7,0,0,0,0
EGY00019433,أحمد سالم,الأقصر,تجاري,57,535.99,337.15,0,2,0,1
EGY00019434,سارة الشريف,السويس,سكني,41,899.79,668.69,0,3,0,0
EGY00019435,هشام حسن,بني سويف,سكني,19,271.56,148.23,0,1,2,1
EGY00019436,مصطفى البدوي,الأقصر,تجاري,108,1706.67,2088.21,0,2,0,0
EGY00019437,علي حسين,سوهاج,تجاري,82,755.0,928.5,0,0,2,0
EGY00019438,هدى عثمان,المنوفية,سكني,16,340.72,312.97,10,1,0,0
EGY00019439,ماجد الشريف,بني سويف,سكني,39,492.38,390.17,0,0,0,0
EGY00019440,زينب عباس,الوادي الجديد,حكومي,77,5272.0,4286.11,3,4,2,0
EGY00019441,طارق محمد,الوادي الجديد,تجاري,69,1194.9,716.65,1,0,4,1
EGY00019442,يوسف عثمان,الوادي الجديد,صناعي,71,913.47,915.34,0,0,3,0
EGY00019443,كريم علي,الشرقية,صناعي,23,6712.72,6472.15,0,0,0,0
EGY00019444,طارق إبراهيم,قنا,سكني,37,952.4,663.28,0,0,0,0
EGY00019445,أمل عبدالرحمن,القليوبية,سكني,3,505.62,409.85,0,4,0,0
EGY00019446,يوسف محمد,أسوان,سكني,120,315.03,284.64,0,0,0,0
EGY00019447,علي محمد,الوادي الجديد,تجاري,43,749.79,926.25,0,3,0,0
EGY00019448,دينا محمد,الشرقية,سكني,15,269.71,102.09,0,6,1,1
EGY00019449,هدى علي,بني سويف,صناعي,9,4481.95,4341.38,0,5,0,0
EGY00019450,شريف البدوي,الغربية,سكني,25,793.29,584.45,1,0,0,0
EGY00019451,سامي عثمان,أسيوط,تجاري,88,1246.65,1594.01,0,1,0,0
EGY00019452,عادل السيد,المنيا,سكني,3,506.29,180.3,6,2,1,1
EGY00019453,نور البدوي,الجيزة,سكني,9,117.27,49.93,0,5,0,1
EGY00019454,نور حسين,مطروح,صناعي,12,5269.65,5071.51,0,4,0,0
EGY00019455,كريم المصري,الأقصر,سكني,8,390.7,274.28,0,0,0,0
EGY00019456,محمود حسين,البحيرة,سكني,42,721.41,544.95,0,0,0,0
EGY00019457,عمر عثمان,جنوب سيناء,صناعي,12,852.01,877.28,3,0,4,0
EGY00019458,فاطمة المصري,الأقصر,سكني,7,883.51,644.93,0,0,1,0
EGY00019459,شريف خليل,المنيا,تجاري,46,395.33,271.16,4,5,0,1
